Library_node,Connected_node,Cor
1838_cj,4371_cj,0.762934876
774_hp,1088_hp,0.910539745
9015_sedi,8730_sedi,0.765166355
12148_sedi,9085_sedi,0.483571348
15457_cj,16492_cj,0.981839851
12011_cj,14827_cj,0.721812278
12215_cj,13114_cj,0.9757798
3957_hp,4656_hp,0.956385726
3390_cj,3435_cj,0.660792942
4962_hp,5678_hp,0.649578907
4962_hp,6561_hp,0.63330715
4960_hypos,4962_hypos,0.486891027
2538_hp,5581_hp,0.525913407
53_hyneg,822_hyneg,0.294760769
