Library_node,Connected_node,Cor
10013_hp,11516_hp,0.707480261
8588_cj,9353_cj,0.999431369
6745_cj,8129_cj,0.761006332
6634_sedi,5443_sedi,0.49120131
4803_hypos,5624_hypos,0.35777003
16492_cj,17400_cj,0.996101676
13645_cj,14826_cj,0.98485222
5776_hp,6561_hp,0.537336727
5519_cj,6224_cj,0.997970894
8407_sedi,7559_sedi,0.508837267
2743_hp,3986_hp,0.722900982
11060_hypos,11975_hypos,0.451513773
