Library_node,SMILES,Connected_node,Expected_SMILES
268,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,294,COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
269,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,297,CCCC/C=C/C=C/C=C\CCCCCCCC(=O)O
270,CCCCCCCCCCCCCCCC[N+](C)(C)C,298,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
271,CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,299,CCCCCC=CC=CC(=O)CCCCCCCC(=O)O
272,C(COCCOCCOCCOCCOCCO)O,275,C(COCCOCCOCCOCCOCCOCCO)O
273,CCCCCCCCCCCCCC=CC(C(CO)N)O,300,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
274,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,301,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
274,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,278,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
275,C(COCCOCCOCCOCCOCCOCCO)O,302,C(COCCOCCOCCOCCOCCOCCOCCO)O
276,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC,303,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC
277,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)O,304,CCCCOC(=O)CC(C(C(=O)C)C(=O)OCCCC)(C(=O)OCCCC)O
278,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,301,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
279,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,305,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
280,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,306,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
307,C1=CC=C(C=C1)CCCC(=O)O,330,C1=CC(=CC=C1C=O)O
308,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,331,CN(C)C(=O)NC1=CC=CC=C1
309,C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=N)N,332,CC(=NCCC1=CC=NC=C1)N
310,C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=O)N,333,C1=CC(=CC(=C1)N)C(=O)N
311,CCCCC(CC)CNCC(CC)CCCC,334,CCCCC(CC)CNCC(CC)CCCC
312,CCCCC(CC)CNCC(CC)CCCC,335,CCCCCCCCCCCCCCN
313,CCCCCCCCCCCCCCCC(=O)N,336,CCCCCCCCCCCCCCCC(=O)N
314,CCC(C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3,337,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O
315,CCCCCCCCCCCCCCCCCCN,335,CCCCCCCCCCCCCCN
316,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,338,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
316,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,339,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
317,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3,340,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
318,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3,340,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
318,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3,317,C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
319,CCCCCCCCC=CCCCCCCCC(=O)N,341,CCCCCCCCC=CCCCCCCCC(=O)N
320,CCCCCCCCCCCCCCCCCC(=O)N,336,CCCCCCCCCCCCCCCC(=O)N
320,CCCCCCCCCCCCCCCCCC(=O)N,342,CCCCCCCCCCCCCCCC(=O)N
320,CCCCCCCCCCCCCCCCCC(=O)N,313,CCCCCCCCCCCCCCCC(=O)N
321,CCCCCCCCCCCCCCCCCC(=O)O,315,CCCCCCCCCCCCCCCCCCN
322,CCCCCCC=CCCCCCCCC(=O)OCC,341,CCCCCCCCC=CCCCCCCCC(=O)N
322,CCCCCCC=CCCCCCCCC(=O)OCC,319,CCCCCCCCC=CCCCCCCCC(=O)N
323,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,343,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
324,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,344,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
325,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,345,CCCCOC(=O)C1=CC=CC=C1C(=O)O
325,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,339,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
326,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O,346,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
327,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O,346,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
327,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O,326,CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
328,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,347,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
329,C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO,348,C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
