ID,m
53,0.912
58,0.967
822,0.865
827,0.839
831,0.866
834,0.852
835,0.836
1354,0.834
1430,0.800302
1817,0.851
1887,0.84
1891,0.836
2089,0.945
2092,0.862
2094,0.826
2155,0.892
2440,0.938
2442,0.947
2531,0.864
2561,0.893
2565,0.935
2567,0.826
2642,0.81
2644,0.846
2862,0.845
3143,0.938
3554,0.885
3650,0.899
3740,0.921
3742,0.9
3772,0.929
4092,0.801
4656,0.717368
6796,0.908
7684,0.81
7728,0.822
8400,0.858
8836,0.855
