Library_node,Connected_node,Cor
13215_cj,13632_cj,0.839194278
5217_hp,9925_hp,0.907129442
3349_hypos,4054_hypos,0.716738552
8334_cj,8586_cj,0.971637068
4371_cj,7229_cj,0.992470529
3195_cj,4639_cj,0.943388567
20038_sedi,17543_sedi,0.971741556
3358_hypos,4064_hypos,0.266391907
12863_hp,12866_hp,0.852815134
4639_cj,5423_cj,0.990522166
