ID,SMILES
13215_cj,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
58_hyneg,C=CC(=O)O
835_hyneg,CC(C(=O)O)O
12368_sedi,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC
2870_cj,CN1C2=C(C(=O)N(C1=O)C)NC=N2
2699_sedi,C1=CC=C(C=C1)CCCC(=O)O
5217_hp,CCCCCCCCCCCCCCCC(=O)N
3349_hypos,CC1=C(C(=C(C1)C)C)C
4741_hypos,CC1=CC(=C(C=C1)NC=O)C
14129_hypos,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO
2092_hyneg,C1=CC=C(C=C1)C(=O)O
2079_hp,COC(=O)CC1=CNC2=CC=CC=C21
5763_sedi,CCCCC(CC)CNCC(CC)CCCC
7010_sedi,CCCCCCCCCCCCCCCCCCN
5881_cj,C(COCCOCCOCCOCCO)O
2565_hyneg,CC1=CC=CC=C1C(=O)O
8334_cj,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
1891_hyneg,CC(=O)CCC(=O)O
4371_cj,CCCCOP(=O)(O)OCCCC
3195_cj,CC(C)NC1=NC(=NC(=N1)N)Cl
7688_sedi,CCCCCCCCCCCCCCCCCC(=O)N
733_hp,C1C2=CC=CC=C2NC1=O
8015_cj,CCCCCCCCC=CCCCCCCCC(=O)N
20038_sedi,C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
3742_hyneg,C1=CC=C(C=C1)CC(C(=O)O)N
3358_hypos,CC1=C(C(=C(C1)C)C)C
14140_hypos,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C
3530_hypos,C1=C(OC(=C1)C=O)CO
12863_hp,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC
2538_hp,CCCCCCCCCC[N+](C)(C)[O-]
4639_cj,CCNC1=NC(=NC(=N1)Cl)NC(C)C
4115_hp,C(CCOCCCCOCCCCO)CO
732_hp,C1C2=CC=CC=C2NC1=O
2567_hyneg,CC1=CC=CC=C1C(=O)O
6194_hypos,CC1=CC(=O)OC2=C1C=CC(=C2)O
3364_hypos,CC1=C(C(=C(C1)C)C)C
13632_cj,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
832_hyneg,CC(C(=O)O)O
3525_hyneg,CCCCCCC(C(=O)O)O
4903_sedi,CCCCOC(=O)C1=CC=CC=C1C(=O)O
3512_cj,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
1323_sedi,C1=CC(=CC=C1C=O)O
9925_hp,CCCCCCCCCCCCCCCCCCCCCC(=O)N
2442_hyneg,CCCCC(C(=O)O)O
4054_hypos,C[C@@H](CCC=C(C)C)CC=O
4781_hypos,CC(=O)C1=CC=C(C=C1)OC
14142_hypos,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
2097_hyneg,C1=CC(=CC=C1C=O)O
2159_hp,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
4532_sedi,CCCCCCCCCCCCCCN
10310_cj,C(COCCOCCOCCOCCOCCOCCO)O
2640_hyneg,C1=CC=C(C(=C1)C(=O)O)O
8586_cj,CC(C)(C)[C@@H]([C@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O
1897_hyneg,CCCCCC(=O)O
7229_cj,CCCCOP(=O)(OCCCC)OCCCC
6388_sedi,CCCCCCCCCCCCCCCC(=O)N
734_hp,CC1=CC2=NNN=C2C=C1
10169_cj,CCCCCC=CCC=CCCCCCCCC(=O)NCCO
17543_sedi,C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
3772_hyneg,C1=CC=C(C=C1)CC(C(=O)O)O
4064_hypos,C[C@@H](CCC=C(C)C)CC=O
4262_hypos,CCC1CC(=O)CC(=O)C1
12866_hp,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
8392_hp,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1
5423_cj,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C
8015_hp,C(CCOCCCCOCCCCOCCCCO)CO
4516_hyneg,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O
6417_hypos,CC(=O)C1=CC(=C(C=C1)OC)OC
